Player number,Player name,Session name,Type,Phase name,Duration,Start time,End time,HR min [bpm],HR avg [bpm],HR max [bpm],HR min [%],HR avg [%],HR max [%],Time in HR zone 1 (50 - 59 %),Time in HR zone 2 (60 - 69 %),Time in HR zone 3 (70 - 79 %),Time in HR zone 4 (80 - 89 %),Time in HR zone 5 (90 - 100 %),Total distance [m],Distance / min [m/min],Maximum speed [km/h],Average speed [km/h],Sprints,Distance in Speed zone 1 [m] (3.00 - 8.99 km/h),Distance in Speed zone 2 [m] (9.00 - 13.99 km/h),Distance in Speed zone 3 [m] (14.00 - 18.99 km/h),Distance in Speed zone 4 [m] (19.00 - 24.99 km/h),Distance in Speed zone 5 [m] (25.00- km/h),Number of accelerations (-50.00 - -3.00 m/s²),Number of accelerations (-2.99 - -2.00 m/s²),Number of accelerations (-1.99 - -1.00 m/s²),Number of accelerations (-0.99 - -0.50 m/s²),Number of accelerations (0.50 - 0.99 m/s²),Number of accelerations (1.00 - 1.99 m/s²),Number of accelerations (2.00 - 2.99 m/s²),Number of accelerations (3.00 - 50.00 m/s²),Calories [kcal],Training load score,Cardio load,Recovery time [h],Time in power zone 1 (70 - 84 %),Time in power zone 2 (85 - 99 %),Time in power zone 3 (100 - 129 %),Time in power zone 4 (130 - 179 %),Time in power zone 5 (180 - 800 %),Muscle load in power zone 1 (70 - 84 %),Muscle load in power zone 2 (85 - 99 %),Muscle load in power zone 3 (100 - 129 %),Muscle load in power zone 4 (130 - 179 %),Muscle load in power zone 5 (180 - 800 %),Muscle load,Min RR interval,Max RR interval,Avg RR interval,HRV (RMSSD)
33,Jody Ah Shene,,Training,Whole session,01:28:45,13-03-2026 16:43:19,13-03-2026 18:12:04,26,133,215,13,67,108,00:15:33,00:29:09,00:26:21,00:09:43,00:00:16,5316,60,28.5,3.9,12,3139,1162,466,61,15,14,55,248,410,315,235,72,22,829,127,97,7.8,00:02:12,00:01:19,00:01:24,00:00:59,00:00:41,40,29,37,35,42,564,250,3483,501,14
18,Thando Buthelezi,,Training,Whole session,01:28:45,13-03-2026 16:43:19,13-03-2026 18:12:04,42,127,235,21,64,119,00:16:20,00:23:28,00:13:40,00:06:44,00:03:50,5991,68,28.1,4.3,20,3417,1390,456,154,19,24,62,265,437,340,254,88,21,627,119,98,4.8,00:02:13,00:01:34,00:01:37,00:01:09,00:00:46,36,30,38,36,40,542,250,3489,559,35
65,Luke Daniels,,Training,Whole session,01:28:45,13-03-2026 16:43:19,13-03-2026 18:12:04,27,109,236,14,57,123,00:34:58,00:15:29,00:07:05,00:03:26,00:01:32,5150,58,32.1,3.7,27,2721,1091,463,270,59,20,49,189,425,306,175,66,14,585,60,60,3.1,00:01:54,00:01:25,00:01:25,00:00:53,00:01:04,37,33,41,34,69,584,250,3472,638,54
26,Kamohelo Hoala,,Training,Whole session,01:28:45,13-03-2026 16:43:19,13-03-2026 18:12:04,52,128,178,27,66,91,00:17:37,00:24:59,00:14:09,00:16:24,00:01:44,6139,69,29.0,4.4,34,2883,1540,718,335,84,13,62,242,389,274,233,76,22,748,125,97,11.9,00:02:28,00:01:40,00:02:04,00:01:23,00:01:10,43,34,53,47,68,606,250,3384,488,20
20,Riyaaz Ismail,,Training,Whole session,01:28:45,13-03-2026 16:43:19,13-03-2026 18:12:04,65,140,201,34,73,105,00:11:00,00:19:12,00:30:35,00:23:08,00:02:52,6646,75,28.3,4.8,27,3244,1788,879,266,30,15,85,281,421,321,258,121,20,954,184,130,13.3,00:02:55,00:01:59,00:02:13,00:01:31,00:01:02,52,42,58,54,56,647,250,3384,486,18
5,Samuel Julies,,Training,Whole session,01:28:45,13-03-2026 16:43:19,13-03-2026 18:12:04,36,132,218,19,71,117,00:15:24,00:13:56,00:24:10,00:17:57,00:07:09,6937,78,28.6,5.0,21,3543,1969,712,166,18,21,73,288,438,365,293,97,17,749,155,124,10.4,00:03:28,00:02:07,00:02:18,00:01:37,00:01:03,52,38,52,48,49,607,250,3489,482,17
30,Lucky Letwaba,,Training,Whole session,01:28:45,13-03-2026 16:43:19,13-03-2026 18:12:04,39,110,236,20,56,119,00:21:55,00:22:53,00:06:15,00:02:28,00:00:35,5178,58,27.9,3.7,17,2881,1172,375,132,54,20,48,226,421,285,191,89,16,526,60,57,3.3,00:01:47,00:01:08,00:01:15,00:01:07,00:00:47,32,24,33,39,48,525,250,3486,567,23
9,Abel Mabaso,,Training,Whole session,01:28:45,13-03-2026 16:43:19,13-03-2026 18:12:04,53,132,186,28,71,100,00:13:36,00:15:16,00:22:53,00:14:50,00:12:20,6071,68,27.7,4.2,23,2997,1713,642,192,9,21,69,264,408,308,257,101,18,880,159,130,18.0,00:02:47,00:01:46,00:02:14,00:01:52,00:01:14,48,36,57,63,68,625,252,1658,457,26
14,Tshepiso Mahlangu,,Training,Whole session,01:28:45,13-03-2026 16:43:19,13-03-2026 18:12:04,60,126,184,31,65,95,00:17:53,00:18:15,00:21:17,00:09:38,00:04:51,5969,67,26.3,4.3,20,3357,1432,427,205,20,19,35,244,432,347,221,76,20,801,122,94,7.5,00:02:14,00:01:27,00:01:32,00:01:01,00:00:45,42,32,43,37,46,617,251,3401,475,15
12,Tshepang Makara,,Training,Whole session,01:28:45,13-03-2026 16:43:19,13-03-2026 18:12:04,47,120,182,24,62,94,00:21:52,00:18:14,00:11:26,00:09:50,00:01:29,5878,66,29.1,4.2,41,2890,1409,735,314,22,20,68,240,356,267,214,92,27,774,92,77,4.4,00:02:19,00:01:28,00:01:38,00:01:32,00:01:25,51,39,53,66,101,747,250,3417,524,18
