Player number,Player name,Session name,Type,Phase name,Duration,Start time,End time,HR min [bpm],HR avg [bpm],HR max [bpm],HR min [%],HR avg [%],HR max [%],Time in HR zone 1 (50 - 59 %),Time in HR zone 2 (60 - 69 %),Time in HR zone 3 (70 - 79 %),Time in HR zone 4 (80 - 89 %),Time in HR zone 5 (90 - 100 %),Total distance [m],Distance / min [m/min],Maximum speed [km/h],Average speed [km/h],Sprints,Distance in Speed zone 1 [m] (3.00 - 8.99 km/h),Distance in Speed zone 2 [m] (9.00 - 13.99 km/h),Distance in Speed zone 3 [m] (14.00 - 18.99 km/h),Distance in Speed zone 4 [m] (19.00 - 24.99 km/h),Distance in Speed zone 5 [m] (25.00- km/h),Number of accelerations (-50.00 - -3.00 m/s²),Number of accelerations (-2.99 - -2.00 m/s²),Number of accelerations (-1.99 - -1.00 m/s²),Number of accelerations (-0.99 - -0.50 m/s²),Number of accelerations (0.50 - 0.99 m/s²),Number of accelerations (1.00 - 1.99 m/s²),Number of accelerations (2.00 - 2.99 m/s²),Number of accelerations (3.00 - 50.00 m/s²),Calories [kcal],Training load score,Cardio load,Recovery time [h],Time in power zone 1 (70 - 84 %),Time in power zone 2 (85 - 99 %),Time in power zone 3 (100 - 129 %),Time in power zone 4 (130 - 179 %),Time in power zone 5 (180 - 800 %),Muscle load in power zone 1 (70 - 84 %),Muscle load in power zone 2 (85 - 99 %),Muscle load in power zone 3 (100 - 129 %),Muscle load in power zone 4 (130 - 179 %),Muscle load in power zone 5 (180 - 800 %),Muscle load,Min RR interval,Max RR interval,Avg RR interval,HRV (RMSSD)
33,Jody Ah Shene,,Training,Whole session,02:11:40,31-03-2026 13:35:18,31-03-2026 15:46:58,42,138,224,21,69,113,00:21:29,00:40:25,00:37:32,00:16:27,00:04:11,7928,60,33.3,3.8,30,4748,1600,491,230,147,28,70,324,622,500,305,75,23,1284,211,170,14.8,00:03:03,00:01:43,00:01:44,00:01:09,00:01:10,56,37,47,42,79,826,250,3469,485,22
34,Jordan Allies,,Training,Whole session,02:11:40,31-03-2026 13:35:18,31-03-2026 15:46:58,85,145,186,43,73,93,00:24:24,00:25:24,00:35:37,00:39:02,00:05:16,7471,57,28.3,3.6,21,4182,1484,662,209,32,18,63,231,611,454,239,61,15,1030,166,193,38.0,00:04:37,00:03:17,00:03:56,00:02:45,00:02:29,58,49,73,67,110,784,256,1401,416,15
18,Thando Buthelezi,,Training,Whole session,02:11:40,31-03-2026 13:35:18,31-03-2026 15:46:58,33,119,231,17,60,117,00:26:05,00:29:17,00:19:46,00:07:27,00:04:00,7580,58,32.8,3.7,44,3571,1592,798,573,150,35,80,277,591,434,267,99,43,835,149,128,7.6,00:02:43,00:01:48,00:02:11,00:01:51,00:01:34,44,35,52,59,87,698,250,3478,573,40
65,Luke Daniels,,Training,Whole session,02:11:40,31-03-2026 13:35:18,31-03-2026 15:46:58,27,122,219,14,64,114,00:39:43,00:41:24,00:20:48,00:08:57,00:02:47,7226,55,33.6,3.5,36,4043,1264,558,397,139,31,66,288,640,513,259,61,28,1132,150,126,9.9,00:02:39,00:01:30,00:01:33,00:01:17,00:01:25,52,35,45,50,92,823,250,3492,556,37
26,Kamohelo Hoala,,Training,Whole session,02:11:40,31-03-2026 13:35:18,31-03-2026 15:46:58,62,131,178,32,67,91,00:16:17,00:24:47,00:45:07,00:23:33,00:00:34,9532,72,30.7,4.5,47,4848,2347,1067,461,114,35,72,317,568,428,310,112,22,1170,199,154,16.4,00:03:47,00:02:29,00:02:59,00:02:06,00:01:33,65,51,76,71,91,911,250,3304,545,21
20,Riyaaz Ismail,,Training,Whole session,02:11:40,31-03-2026 13:35:18,31-03-2026 15:46:58,18,112,232,9,58,121,00:15:56,00:16:31,00:16:34,00:06:03,00:02:33,7299,55,34.8,3.5,22,3997,1645,625,230,109,19,98,351,627,508,313,124,30,682,130,109,3.1,00:02:43,00:01:42,00:01:55,00:01:24,00:00:55,49,36,51,49,55,707,250,3498,670,161
5,Samuel Julies,,Training,Whole session,02:11:40,31-03-2026 13:35:18,31-03-2026 15:46:58,20,140,238,11,75,128,00:13:41,00:18:01,00:22:50,00:23:39,00:21:23,9515,72,28.8,4.5,25,4905,2723,856,276,49,14,73,374,579,538,340,79,10,1175,293,267,30.7,00:05:17,00:03:02,00:02:56,00:01:41,00:00:56,80,55,65,50,43,800,250,3485,543,74
30,Lucky Letwaba,,Training,Whole session,02:11:40,31-03-2026 13:35:18,31-03-2026 15:46:58,32,124,230,16,63,116,00:23:06,00:32:35,00:31:39,00:08:17,00:02:18,8082,61,31.3,3.9,38,4345,1866,749,356,75,33,79,370,588,493,318,126,25,1021,152,127,9.2,00:03:03,00:02:00,00:02:23,00:01:48,00:01:21,54,43,63,63,77,818,250,3462,516,23
9,Abel Mabaso,,Training,Whole session,02:11:40,31-03-2026 13:35:18,31-03-2026 15:46:58,89,164,193,48,88,104,00:07:40,00:09:30,00:13:12,00:21:28,01:18:54,8628,66,27.6,4.1,37,4561,2111,925,269,49,37,84,344,620,541,352,92,18,1938,452,384,275.0,00:03:56,00:02:52,00:03:07,00:02:13,00:01:28,67,58,78,73,81,892,250,1513,372,13
14,Tshepiso Mahlangu,,Training,Whole session,02:11:40,31-03-2026 13:35:18,31-03-2026 15:46:58,43,127,228,22,66,118,00:17:38,00:20:50,00:25:40,00:23:55,00:08:08,7882,60,29.6,3.8,32,4054,1870,806,349,48,27,74,302,636,489,307,89,21,1208,198,160,16.3,00:03:40,00:02:03,00:02:12,00:01:33,00:01:05,69,46,61,58,62,812,250,3468,507,25
12,Tshepang Makara,,Training,Whole session,02:11:40,31-03-2026 13:35:18,31-03-2026 15:46:58,54,113,203,28,58,105,00:22:04,00:29:06,00:20:43,00:10:53,00:02:34,7143,54,33.5,3.4,42,3942,1331,665,404,103,27,51,304,570,429,272,82,26,1105,121,104,9.1,00:02:29,00:01:35,00:01:51,00:01:21,00:01:27,54,41,60,59,109,903,250,3137,537,29
11,Sifiso Mbidana,,Training,Whole session,02:11:40,31-03-2026 13:35:18,31-03-2026 15:46:58,82,132,186,41,67,94,00:35:24,00:33:05,00:33:34,00:21:09,00:00:40,8417,64,31.4,4.0,32,4081,1915,854,406,139,17,70,306,571,447,315,76,12,1232,173,145,17.0,00:03:42,00:02:22,00:02:34,00:01:52,00:01:29,68,52,69,68,84,885,250,1615,459,12
22,Camagu Mdevulana,,Training,Whole session,02:11:40,31-03-2026 13:35:18,31-03-2026 15:46:58,20,119,234,10,61,120,00:32:25,00:26:45,00:22:52,00:06:39,00:01:32,9870,75,26.6,4.6,59,4739,2491,1485,513,12,42,114,338,613,501,316,140,48,897,129,110,6.4,00:04:06,00:03:06,00:03:21,00:02:27,00:01:58,74,67,89,87,116,991,250,3450,575,42
17,Tebogo Mohlamonyane,,Training,Whole session,02:11:40,31-03-2026 13:35:18,31-03-2026 15:46:58,56,100,207,29,52,108,00:25:53,00:11:28,00:10:11,00:06:10,00:00:55,4758,36,20.1,2.1,1,2082,2007,47,4,0,1,15,138,325,265,111,19,1,577,56,69,4.4,00:04:57,00:00:30,00:00:22,00:00:14,00:00:03,76,9,8,7,2,387,250,3493,629,33
6,Frank Mpedi,,Training,Whole session,02:11:40,31-03-2026 13:35:18,31-03-2026 15:46:58,50,68,138,27,36,74,00:04:24,00:03:22,00:02:27,00:00:00,00:00:00,681,5,8.9,0.3,0,472,0,0,0,0,0,0,34,111,77,31,0,0,228,0,14,0.9,00:00:02,00:00:00,00:00:00,00:00:00,00:00:00,0,0,0,0,0,49,256,2168,895,50
