Player number,Player name,Session name,Type,Phase name,Duration,Start time,End time,HR min [bpm],HR avg [bpm],HR max [bpm],HR min [%],HR avg [%],HR max [%],Time in HR zone 1 (50 - 59 %),Time in HR zone 2 (60 - 69 %),Time in HR zone 3 (70 - 79 %),Time in HR zone 4 (80 - 89 %),Time in HR zone 5 (90 - 100 %),Total distance [m],Distance / min [m/min],Maximum speed [km/h],Average speed [km/h],Sprints,Distance in Speed zone 1 [m] (3.00 - 8.99 km/h),Distance in Speed zone 2 [m] (9.00 - 13.99 km/h),Distance in Speed zone 3 [m] (14.00 - 18.99 km/h),Distance in Speed zone 4 [m] (19.00 - 24.99 km/h),Distance in Speed zone 5 [m] (25.00- km/h),Number of accelerations (-50.00 - -3.00 m/s²),Number of accelerations (-2.99 - -2.00 m/s²),Number of accelerations (-1.99 - -1.00 m/s²),Number of accelerations (-0.99 - -0.50 m/s²),Number of accelerations (0.50 - 0.99 m/s²),Number of accelerations (1.00 - 1.99 m/s²),Number of accelerations (2.00 - 2.99 m/s²),Number of accelerations (3.00 - 50.00 m/s²),Calories [kcal],Training load score,Cardio load,Recovery time [h],Time in power zone 1 (70 - 84 %),Time in power zone 2 (85 - 99 %),Time in power zone 3 (100 - 129 %),Time in power zone 4 (130 - 179 %),Time in power zone 5 (180 - 800 %),Muscle load in power zone 1 (70 - 84 %),Muscle load in power zone 2 (85 - 99 %),Muscle load in power zone 3 (100 - 129 %),Muscle load in power zone 4 (130 - 179 %),Muscle load in power zone 5 (180 - 800 %),Muscle load,Min RR interval,Max RR interval,Avg RR interval,HRV (RMSSD)
33,Jody Ah Shene,,Training,Whole session,01:50:37,13-04-2026 17:06:18,13-04-2026 18:56:55,37,127,225,19,64,113,00:14:07,00:21:05,00:23:01,00:14:40,00:04:12,7776,70,26.8,4.5,27,3181,2859,921,303,24,15,58,297,442,363,260,79,19,908,151,124,7.4,00:05:57,00:03:21,00:02:03,00:01:15,00:00:59,109,73,55,45,62,807,250,3497,561,45
34,Jordan Allies,,Training,Whole session,01:50:37,13-04-2026 17:06:18,13-04-2026 18:56:55,64,137,194,32,69,97,00:13:19,00:19:21,00:25:02,00:23:27,00:09:05,7970,72,32.2,4.5,16,3454,2363,1447,139,57,9,37,281,430,376,239,51,11,790,125,149,18.8,00:04:23,00:03:40,00:08:02,00:06:30,00:01:43,55,55,153,154,75,810,250,3403,448,18
18,Thando Buthelezi,,Training,Whole session,01:50:37,13-04-2026 17:06:18,13-04-2026 18:56:55,22,131,231,11,66,117,00:13:49,00:11:56,00:17:50,00:12:05,00:03:56,6782,61,30.2,3.9,36,3349,1774,810,326,33,37,84,269,431,390,279,91,24,647,138,111,4.2,00:03:00,00:01:59,00:01:58,00:01:28,00:01:14,48,38,47,47,61,609,250,3463,601,101
65,Luke Daniels,,Training,Whole session,01:50:37,13-04-2026 17:06:18,13-04-2026 18:56:55,26,118,211,14,61,110,00:28:13,00:25:24,00:18:17,00:08:58,00:02:24,8186,74,29.8,4.6,29,3569,1799,1856,407,26,17,56,240,418,372,231,69,10,880,113,98,6.4,00:03:50,00:03:21,00:04:57,00:01:28,00:00:53,76,79,143,57,56,870,250,3498,581,42
26,Kamohelo Hoala,,Training,Whole session,01:50:37,13-04-2026 17:06:18,13-04-2026 18:56:55,62,124,193,32,64,99,00:17:52,00:15:49,00:20:22,00:25:42,00:02:24,8716,79,33.2,4.9,35,3499,1865,2396,341,146,17,58,237,423,349,228,75,15,904,159,124,12.6,00:04:12,00:05:50,00:03:42,00:01:34,00:01:14,73,121,91,54,71,816,251,3223,534,23
20,Riyaaz Ismail,,Training,Whole session,01:50:37,13-04-2026 17:06:18,13-04-2026 18:56:55,24,69,228,13,36,119,00:05:44,00:02:09,00:01:03,00:00:48,00:00:48,2982,27,20.9,1.9,1,1624,599,79,8,0,3,18,228,482,365,184,35,5,242,0,23,0.3,00:01:13,00:00:33,00:00:26,00:00:07,00:00:02,21,12,11,4,2,280,250,3493,945,264
5,Samuel Julies,,Training,Whole session,01:50:37,13-04-2026 17:06:18,13-04-2026 18:56:55,43,126,234,23,68,126,00:09:39,00:15:42,00:20:15,00:20:51,00:10:36,8960,81,28.5,5.1,18,3422,3194,1647,211,48,7,74,299,381,386,266,68,11,848,191,167,10.0,00:05:54,00:05:07,00:03:56,00:01:21,00:00:52,90,93,86,40,41,744,250,3489,565,62
30,Lucky Letwaba,,Training,Whole session,01:50:37,13-04-2026 17:06:18,13-04-2026 18:56:55,37,96,226,19,48,114,00:17:05,00:07:51,00:06:12,00:01:40,00:01:27,2877,26,16.7,1.9,0,1850,336,7,0,0,1,23,215,511,375,169,44,4,440,36,47,1.6,00:00:47,00:00:29,00:00:21,00:00:10,00:00:03,13,10,9,6,2,300,250,3486,672,52
9,Abel Mabaso,,Training,Whole session,01:50:37,13-04-2026 17:06:18,13-04-2026 18:56:55,54,98,163,29,53,88,00:12:12,00:07:15,00:08:08,00:05:07,00:00:00,1752,16,15.4,1.6,0,1189,278,5,0,0,0,13,150,203,152,143,17,1,398,34,39,2.5,00:00:58,00:00:34,00:00:22,00:00:07,00:00:01,16,11,9,4,0,177,250,2641,625,49
14,Tshepiso Mahlangu,,Training,Whole session,01:50:37,13-04-2026 17:06:18,13-04-2026 18:56:55,61,92,215,32,48,111,00:07:39,00:07:51,00:03:10,00:02:12,00:00:26,1787,16,12.7,1.7,0,1299,204,0,0,0,0,1,100,241,192,95,3,0,347,25,33,1.2,00:00:38,00:00:09,00:00:05,00:00:00,00:00:00,11,3,2,0,0,178,250,3498,701,27
12,Tshepang Makara,,Training,Whole session,01:50:37,13-04-2026 17:06:18,13-04-2026 18:56:55,57,123,211,29,63,109,00:22:47,00:26:13,00:23:02,00:12:29,00:01:46,5983,54,30.5,3.5,22,3335,1320,588,227,85,11,69,262,452,385,242,90,20,1082,133,110,8.8,00:02:19,00:01:30,00:01:42,00:01:13,00:01:06,51,39,55,52,79,764,250,3427,522,20
24,Sifiso Mazibuko,,Training,Whole session,01:50:37,13-04-2026 17:06:18,13-04-2026 18:56:55,59,120,205,30,61,104,00:21:20,00:14:53,00:14:37,00:22:37,00:02:01,8411,76,28.0,4.7,40,3288,1609,2441,404,71,15,63,223,382,288,206,81,20,822,124,108,9.8,00:02:58,00:04:04,00:06:40,00:01:35,00:01:30,52,85,167,54,90,850,250,3303,514,20
11,Sifiso Mbidana,,Training,Whole session,01:50:37,13-04-2026 17:06:18,13-04-2026 18:56:55,77,134,187,39,68,95,00:17:54,00:18:02,00:21:46,00:25:21,00:06:50,9285,84,27.4,5.2,31,3443,2701,2326,341,41,16,65,281,416,307,304,73,10,1090,174,143,18.6,00:04:42,00:05:54,00:05:55,00:01:40,00:01:02,89,134,161,62,60,964,253,1534,451,19
6,Frank Mpedi,,Training,Whole session,01:50:37,13-04-2026 17:06:18,13-04-2026 18:56:55,61,115,173,33,61,93,00:21:12,00:24:40,00:18:05,00:15:07,00:02:25,6850,62,29.9,3.9,31,3185,2128,809,228,30,16,86,278,397,326,289,76,15,732,131,102,8.0,00:03:54,00:02:20,00:02:21,00:01:29,00:00:54,59,43,53,44,43,584,252,3419,570,17
29,Sibusiso Mthethwa,,Training,Whole session,01:50:37,13-04-2026 17:06:18,13-04-2026 18:56:55,58,98,164,31,53,89,00:22:50,00:14:37,00:12:33,00:04:29,00:00:00,3054,28,15.7,1.9,0,1656,543,10,0,0,0,38,182,565,392,195,39,1,609,53,56,3.6,00:01:13,00:00:56,00:01:00,00:00:18,00:00:02,23,21,28,11,1,371,250,3313,622,20
13,Sidney Mtshweni,,Training,Whole session,01:50:37,13-04-2026 17:06:18,13-04-2026 18:56:55,45,99,231,23,52,120,00:22:30,00:12:05,00:10:07,00:02:00,00:02:01,2984,27,15.4,1.8,0,1704,520,22,0,0,0,31,200,431,301,164,38,3,476,63,72,3.0,00:01:08,00:00:45,00:00:47,00:00:12,00:00:01,18,14,18,6,1,270,250,3451,660,39
37,Ntando Nkosi,,Training,Whole session,01:50:37,13-04-2026 17:06:18,13-04-2026 18:56:55,28,117,229,14,59,115,00:15:40,00:15:57,00:13:05,00:06:13,00:05:16,6040,55,27.4,3.4,26,2896,1542,686,273,47,21,67,231,491,416,217,81,12,670,123,107,3.3,00:02:39,00:01:42,00:01:46,00:01:25,00:00:55,46,35,45,49,49,588,250,3496,643,73
38,Thabo Nkwana,,Training,Whole session,01:50:37,13-04-2026 17:06:18,13-04-2026 18:56:55,54,97,174,27,49,87,00:20:26,00:14:20,00:05:57,00:00:36,00:00:00,2932,27,20.3,1.8,1,1905,258,88,25,0,2,23,210,479,359,195,25,5,398,21,43,2.4,00:02:09,00:01:18,00:01:09,00:00:47,00:00:21,27,19,21,19,14,309,250,3171,630,27
